ID,Tipo,REF,Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status da taxa","Classe de taxa","Em estoque?",Estoque,"São permitidas encomendas?","Vender individualmente?","Peso (g)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Nota da compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de download","Dias para expirar o download",Pai,"Produtos agrupados","Aumenta vendas","Venda cruzada","URL externa","Texto do botão",Posição,"Nome do atributo 1","Valores do atributo 1","Visibilidade do atributo 1","Atributo global 1","Atributo padrão 1","Nome do atributo 2","Valores do atributo 2","Visibilidade do atributo 2","Atributo global 2","Atributo padrão 2"
706,variation,38128430,"Legging Emana Feminina Confort Unlimit - Cinza - P, Cinza",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,"89,90","189,0000000000",,,,,,,38128429,,,,,,0,Tamanho,P,,0,,Cores,Cinza,,0,
707,variation,38128431,"Legging Emana Feminina Confort Unlimit - Cinza - M, Cinza",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"89,90","189,0000000000",,,,,,,38128429,,,,,,0,Tamanho,M,,0,,Cores,Cinza,,0,
708,variation,38128432,"Legging Emana Feminina Confort Unlimit - Cinza - G, Cinza",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"89,90","189,0000000000",,,,,,,38128429,,,,,,0,Tamanho,G,,0,,Cores,Cinza,,0,
709,variable,38128412,"Regata Masculina Long Essentials Unlimit - Branco",1,1,visible,"Esta <strong>Regata Masculina Long</strong> da linha Essencials é ideal para o homem que procura alto conforto do algodão e aquela pegada fashion das camisetas longs. Fabricada com 100% algodão penteado fio 30 orgânico é perfeita para combinar com bermudas, calças de moletom e principalmente legging masculina.","<h2>Regata Masculina Long Essentials Unlimit</h2>
<p style=""margin: 0px 0px 1em; line-height: 1.4; max-width: 99%; font-family: Arial, Helvetica, Verdana, sans-serif; font-size: 14px;"">Esta <strong>Regata Masculina Long</strong> da linha Essencials é ideal para o homem que procura alto conforto do algodão e aquela pegada fashion das camisetas longs. Fabricada com 100% algodão penteado fio 30 orgânico é perfeita para combinar com bermudas, calças de moletom e principalmente legging masculina.</p>
Características:
<ul>
 	<li>Composição 100% algodão</li>
 	<li>Regata fio 30 penteado fabricado em fio orgânico.</li>
 	<li>Long, comprida até quase o joelho.</li>
 	<li>Ótima para uso com legging.</li>
 	<li>Fashion e Descolada.</li>
</ul>
<strong>Regata Masculina Long Essencials Unlimit</strong> Branca com garantia contra defeitos de fabricação por 30 dias.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Masculino, Masculino > Camiseta Regata Masculina, sale","CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-branca-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-branca-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-branca-unlimit-3.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-branca-unlimit-4.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-branca-unlimit-5.jpg",,,,,,,,,0,Cores,Branco,1,0,Branco,Tamanho,"P, M, G, GG",1,0,P
710,variation,38128413,"Regata Masculina Long Essentials Unlimit - Branco - Branco, P",1,0,visible,,,,,taxable,,1,5,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128412,,,,,,0,Cores,Branco,,0,,Tamanho,P,,0,
711,variation,38128414,"Regata Masculina Long Essentials Unlimit - Branco - Branco, M",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128412,,,,,,0,Cores,Branco,,0,,Tamanho,M,,0,
712,variation,38128415,"Regata Masculina Long Essentials Unlimit - Branco - Branco, G",1,0,visible,,,,,taxable,,1,5,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128412,,,,,,0,Cores,Branco,,0,,Tamanho,G,,0,
713,variation,38128416,"Regata Masculina Long Essentials Unlimit - Branco - Branco, GG",1,0,visible,,,,,taxable,,1,5,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128412,,,,,,0,Cores,Branco,,0,,Tamanho,GG,,0,
714,variable,38128417,"Regata Masculina Long Essentials Unlimit - Preto",1,0,visible,"Esta <strong>Regata Masculina Long</strong> da linha Essencials é ideal para o homem que procura alto conforto do algodão e aquela pegada fashion das camisetas longs. Fabricada com 100% algodão penteado fio 30 orgânico é perfeita para combinar com bermudas, calças de moletom e principalmente legging masculina.","<h2>Regata Masculina Long Essentials Unlimit</h2>
<p style=""margin: 0px 0px 1em; line-height: 1.4; max-width: 99%; font-family: Arial, Helvetica, Verdana, sans-serif; font-size: 14px;"">Esta <strong>Regata Masculina Long</strong> da linha Essencials é ideal para o homem que procura alto conforto do algodão e aquela pegada fashion das camisetas longs. Fabricada com 100% algodão penteado fio 30 orgânico é perfeita para combinar com bermudas, calças de moletom e principalmente legging masculina.</p>
Características:
<ul>
 	<li>Composição 100% algodão</li>
 	<li>Regata fio 30 penteado fabricado em fio orgânico.</li>
 	<li>Long, comprida até quase o joelho.</li>
 	<li>Ótima para uso com legging.</li>
 	<li>Fashion e Descolada.</li>
</ul>
<strong>Regata Masculina Long Essencials Unlimit</strong> com garantia contra defeitos de fabricação por 30 dias.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Masculino, Masculino > Camiseta Regata Masculina, sale","CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-preta-unlimit-3.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-preta-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-preta-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-long-essentials-concept-preta-unlimit-4.jpg",,,,,,,,,0,Cores,Preto,1,0,Preto,Tamanho,"P, M, G, GG",1,0,P
715,variation,38128418,"Regata Masculina Long Essentials Unlimit - Preto - Preto, P",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128417,,,,,,0,Cores,Preto,,0,,Tamanho,P,,0,
716,variation,38128419,"Regata Masculina Long Essentials Unlimit - Preto - Preto, M",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128417,,,,,,0,Cores,Preto,,0,,Tamanho,M,,0,
717,variation,38128420,"Regata Masculina Long Essentials Unlimit - Preto - Preto, G",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128417,,,,,,0,Cores,Preto,,0,,Tamanho,G,,0,
718,variation,38128421,"Regata Masculina Long Essentials Unlimit - Preto - Preto, GG",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"39,00","69,9000000000",,,,,,,38128417,,,,,,0,Cores,Preto,,0,,Tamanho,GG,,0,
727,variable,38128485,"Regata Masculina Unlimit Proteção UV50  - Branco",1,0,visible,"Esta <strong>Regata Masculina</strong> foi desenvolvida para prática de esportes e treinos. Ela tem sistema Eco-Dry de secagem rápida que mantem o corpo seco e livre. Também protege a pele dos raios do sol, pois tem proteção UV50  contra raios ultravioleta. Seu tecido é sustentável, ecológico e biodegradável, após descarte, desaparece em até 3 anos.","<h2>Regata Masculina Unlimit Proteção UV50 </h2>
<p style=""margin: 0px 0px 25px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;"">Esta <strong>Regata Masculina</strong> foi desenvolvida para prática de esportes e treinos. Ela tem sistema Eco-Dry de secagem rápida que mantem o corpo seco e livre. Também protege a pele dos raios do sol, pois tem proteção UV50  contra raios ultravioleta. Seu tecido é sustentável, ecológico e biodegradável, após descarte, desaparece em até 3 anos.</p>

<ul>
 	<li>Tecnologias do tecido:</li>
 	<li><a class=""text-link"" style=""color: #6e31eb; text-decoration: none; border-width: 0px 0px 1px; border-style: none none solid; border-bottom-color: #6e31eb; padding: 0px; margin: 0px;"" href=""http://www.guiajeanswear.com.br/noticias/5135/santaconstancia-apresenta-familia-de-tecidos-ecofriendly.aspx"">Co2 Control </a> – tecido ecológico para roupas fitnes, biodegradável, após descarte, desaparece em até 3 anos. Boas práticas ambientais, rastreabilidade e matérias primas, menos na parte da tela.</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50  contra radiação ultravioleta.</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição:  100% Poliamida</li>
</ul>
<p style=""margin: 0px 0px 25px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;""><em><strong>Para vestir-se bem em:</strong></em></p>

<ul style=""margin: 0px 0px 25px 20px; padding: 0px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;"">
 	<li style=""margin-bottom: 0px;"">No seu dia a dia</li>
 	<li style=""margin-bottom: 0px;"">Caminhadas</li>
 	<li style=""margin-bottom: 0px;"">Corridas</li>
 	<li style=""margin-bottom: 0px;"">Ciclismo</li>
 	<li style=""margin-bottom: 0px;"">Academia</li>
 	<li style=""margin-bottom: 0px;"">Musculação</li>
 	<li style=""margin-bottom: 0px;"">Crossfit</li>
</ul>
<strong>Regata Masculina Unlimit</strong> com garantia contra defeitos de fábrica por 30 dias.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Masculino, Masculino > Camiseta Regata Masculina, sale","Corrida, CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-masculina-workout-branca-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-masculina-workout-branca-unlimit-2.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Branca,1,0,Branca
728,variation,38128486,"Regata Masculina Unlimit Proteção UV50  - Branco - P, Branca",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,"59,00","109,9000000000",,,,,,,38128485,,,,,,0,Tamanho,P,,0,,Cores,Branca,,0,
729,variation,38128487,"Regata Masculina Unlimit Proteção UV50  - Branco - M, Branca",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,"59,00","109,9000000000",,,,,,,38128485,,,,,,0,Tamanho,M,,0,,Cores,Branca,,0,
730,variation,38128488,"Regata Masculina Unlimit Proteção UV50  - Branco - G, Branca",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,"59,00","109,9000000000",,,,,,,38128485,,,,,,0,Tamanho,G,,0,,Cores,Branca,,0,
731,variable,38128481,"Regata Masculina Academia Unlimit Proteção UV50  - Preto",1,0,visible,"Esta <strong>Regata Masculina Academia</strong> foi desenvolvida para prática de esportes e treinos. Ela tem sistema Eco-Dry de secagem rápida que mantem o corpo seco e livre. Também protege a pele dos raios do sol, pois tem proteção UV50  contra raios ultravioleta. Seu tecido é sustentável, ecológico e biodegradável, após descarte, desaparece em até 3 anos.","<h2>Regata Masculina Academia Unlimit Proteção UV50 </h2>
<p style=""margin: 0px 0px 25px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;"">Esta <strong>Regata Masculina Academia</strong> foi desenvolvida para prática de esportes e treinos. Ela tem sistema Eco-Dry de secagem rápida que mantem o corpo seco e livre. Também protege a pele dos raios do sol, pois tem proteção UV50  contra raios ultravioleta. Seu tecido é sustentável, ecológico e biodegradável, após descarte, desaparece em até 3 anos.</p>

<ul>
 	<li style=""margin-bottom: 0px;"">Tecnologias do tecido:
<ul style=""margin: 4px 0px 0px 20px; padding: 0px;"">
 	<li style=""margin-bottom: 0px;""><a class=""text-link"" style=""color: #6e31eb; text-decoration: none; border-width: 0px 0px 1px; border-style: none none solid; border-bottom-color: #6e31eb; padding: 0px; margin: 0px;"" href=""http://www.guiajeanswear.com.br/noticias/5135/santaconstancia-apresenta-familia-de-tecidos-ecofriendly.aspx"">Co2 Control </a> – tecido ecológico para roupas fitnes, biodegradável, após descarte, desaparece em até 3 anos. Boas práticas ambientais, rastreabilidade e matérias primas, menos na parte da tela.</li>
 	<li style=""margin-bottom: 0px;"">Eco-Dry (secagem rápida)</li>
 	<li style=""margin-bottom: 0px;"">Easy Care, não precisa passar</li>
 	<li style=""margin-bottom: 0px;"">Proteção UV50  contra radiação ultravioleta.</li>
 	<li style=""margin-bottom: 0px;"">Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li style=""margin-bottom: 0px;"">Composição:  100% Poliamida</li>
</ul>
</li>
</ul>
<p style=""margin: 0px 0px 25px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;""><em><strong>Para vestir-se bem em:</strong></em></p>

<ul style=""margin: 0px 0px 25px 20px; padding: 0px; color: #1c1d1d; font-family: HelveticaNeue, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;"">
 	<li style=""margin-bottom: 0px;"">No seu dia a dia</li>
 	<li style=""margin-bottom: 0px;"">Caminhadas</li>
 	<li style=""margin-bottom: 0px;"">Corridas</li>
 	<li style=""margin-bottom: 0px;"">Ciclismo</li>
 	<li style=""margin-bottom: 0px;"">Academia</li>
 	<li style=""margin-bottom: 0px;"">Musculação</li>
 	<li style=""margin-bottom: 0px;"">Crossfit</li>
</ul>
<strong>Regata Masculina Academia</strong> Unlimit com garantia contra defeitos de fábrica por 30 dias.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Masculino > Moda Fitness Masculina, Roupas Fitness, Masculino, Masculino > Camiseta Regata Masculina, sale","Corrida, CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-masculina-workout-preta-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-masculina-workout-preta-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/camiseta-regata-masculina-workout-preta-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Preta,1,0,Preta
732,variation,38128482,"Regata Masculina Academia Unlimit Proteção UV50  - Preto - P, Preta",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,"59,90","109,9000000000",,,,,,,38128481,,,,,,0,Tamanho,P,,0,,Cores,Preta,,0,
733,variation,38128483,"Regata Masculina Academia Unlimit Proteção UV50  - Preto - M, Preta",1,0,visible,,,,,taxable,,backorder,0,0,0,,,,,0,,"59,90","109,9000000000",,,,,,,38128481,,,,,,0,Tamanho,M,,0,,Cores,Preta,,0,
734,variation,38128484,"Regata Masculina Academia Unlimit Proteção UV50  - Preto - G, Preta",1,0,visible,,,,,taxable,,1,2,0,0,,,,,0,,"59,90","109,9000000000",,,,,,,38128481,,,,,,0,Tamanho,G,,0,,Cores,Preta,,0,
735,variable,38128549,"Shorts Feminino Prata Overnight Fashion Unlimit",1,0,visible,"Este <strong>Shorts Feminino Prata</strong> é feito a partir do tecido Light® Point Prata NG da Santaconstância que é produzido em poliamida com aspecto suavemente texturizado e estrutura feita com elastano que proporciona extremo conforto junto à pele e agradável no uso diário.","<h2>Shorts Feminino Prata Overnight Fashion Unlimit</h2>
<div id=""informacoes-produto"" class=""product-info"" data-ref=""info"">

Este <strong>Shorts Feminino Prata</strong> é feito a partir do tecido Light® Point Prata NG da Santaconstância que é produzido em poliamida com aspecto suavemente texturizado e estrutura feita com elastano que proporciona extremo conforto junto à pele e agradável no uso diário. Este shorts não é feito com Lurex ou Cirre.Esta linha de roupas foi criada pensando em como facilitar a vida das pessoas mais fashionistas, sendo que a calça é uma combinação do mundo fashion com o sportswear. Ela pode ser usada na balada ou em seus treinos favoritos.

Sua superfície externa recebe uma aplicação em foil prata que torna seu visual sofisticamente elegante e refinado. Apresenta fácil cuidado na lavagem doméstica e não precisa ser passado.

</div>
<ul style=""margin-top: 0px; margin-bottom: 10px; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;"">
 	<li><span style=""font-weight: bold;"">Tecido Light Point Prata</span></li>
 	<li><span style=""font-weight: bold;"">Funções do tecido:</span>
<ul style=""margin-top: 0px; margin-bottom: 0px;"">
 	<li>Easy Care, não precisa passar</li>
 	<li>Efeito compressivo suave com flexibilidade e conforto</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: Tecido 90% Poliamida 10% Elastano</li>
 	<li>O tecido não é feito de Lurex, o prata é estampa.</li>
</ul>
</li>
</ul>
<p style=""margin: 0px 0px 1em; color: #333333; line-height: 1.4; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;""><em><span style=""font-weight: bold;"">Para vestir-se bem em:</span></em></p>

<ul style=""margin-top: 0px; margin-bottom: 10px; color: #333333; font-style: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 15px;"">
 	<li>No seu dia a dia</li>
 	<li>Academia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Fashion Night</li>
</ul>
<strong>Shorts Feminino Prata Unlimit</strong> com garantia contra defeitos de fábrica de 30 dias.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Roupas Fitness, Feminino > Short > Short Academia, Feminino > Short > Short Fitness, Feminino, Feminino > Short, sale","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-prata-unlimit1-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-prata-unlimit3-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/short-feminino-prata-unlimit2-2.jpg",,,,,,,,,0,Cores,Prata,1,0,Prata,Tamanho,"P, M",1,0,P
736,variation,38128550,"Shorts Feminino Prata Overnight Fashion Unlimit - Prata, P",1,0,visible,,,,,taxable,,1,8,0,0,,,,,0,,"59,00","99,9000000000",,,,,,,38128549,,,,,,0,Cores,Prata,,0,,Tamanho,P,,0,
750,variation,38128551,"Shorts Feminino Prata Overnight Fashion Unlimit - Prata, M",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,"59,00","99,9000000000",,,,,,,38128549,,,,,,0,Cores,Prata,,0,,Tamanho,M,,0,
751,variable,38128422,"Shorts Moletom Unlimit Feminino - Mescla",1,0,visible,,"<h2>Shorts Moletom Essentials Unlimit Feminino</h2>
Este <strong>Shorts Moletom Essenciais Unlimit Mescla</strong> é feito com moletom dois cabos e é perfeito para quem não abre mão do conforto do algodão. Ele te dá mobilidade e conforto extremo. Este Shorts é feito para pessoas descoladas que procuram conforto em seus exercícios e aquele toque do moletom.

Características:
<ul>
 	<li>Feito em algodão   poliéster</li>
 	<li>Detalhe em viés preto</li>
 	<li>Cós com ribanna e elástico</li>
 	<li>Confortável e soltinho</li>
 	<li>Bolsos laterais</li>
 	<li>Cordão de ajuste de cintura</li>
</ul>
Composição: 88% algodão - 12% poliéster

<strong>Shorts de Moletom Unlimit</strong> com garantia contra defeitos de fábrica de 30 dias.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Roupas Fitness, Feminino > Short > Short Academia, Feminino > Short > Short Fitness, Feminino, Feminino > Short","CrossFit, Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/BEND4165.jpg, https://unlimit.fit/wp-content/uploads/2018/02/BEND4164.jpg, https://unlimit.fit/wp-content/uploads/2018/02/BEND4157.jpg, https://unlimit.fit/wp-content/uploads/2018/02/BEND4156.jpg, https://unlimit.fit/wp-content/uploads/2018/02/BEND4160.jpg",,,,,,,,,0,Cores,Cinza,1,0,Cinza,Tamanho,"P, M, G",1,0,P
752,variation,38128423,"Shorts Moletom Unlimit Feminino - Mescla - Cinza, P",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,,"59,9000000000",,,,,,,38128422,,,,,,0,Cores,Cinza,,0,,Tamanho,P,,0,
753,variation,38128424,"Shorts Moletom Unlimit Feminino - Mescla - Cinza, M",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,,"59,9000000000",,,,,,,38128422,,,,,,0,Cores,Cinza,,0,,Tamanho,M,,0,
754,variation,38128425,"Shorts Moletom Unlimit Feminino - Mescla - Cinza, G",1,0,visible,,,,,taxable,,1,1,0,0,,,,,0,,,"59,9000000000",,,,,,,38128422,,,,,,0,Cores,Cinza,,0,,Tamanho,G,,0,
755,variable,38128543,"Top Cropped Preto de Tela Overnight Fashion Unlimit",1,0,visible,,"<h2>Top Cropped Preto de Tela Overnight Fashion Unlimit</h2>
<div class=""page"" title=""Page 1"">
<div class=""layoutArea"">
<div class=""column"">

Este <strong>Top Cropped Preto de Tela</strong> foi pensando especialmente pra quem ama misturar a balada com academia e que gosta de ser fashion em qualquer lugar. É feito de tela de poliamida leve e tamanho único.

Esta linha de roupas foi criada pensando em como facilitar a vida das pessoas mais fashionistas, sendo que a calça é uma combinação do mundo fashion com o sportswear. Pode ser usado na balada ou em seus treinos favoritos.

</div>
</div>
</div>
<ul>
 	<li>Composição: 89% Poliamida   11% Elastano</li>
</ul>
<h3>Cropped Preto de Tela - <em>Para vestir-se bem em:</em></h3>
<ul>
 	<li>No seu dia a dia</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Baladas</li>
 	<li>Eventos noturnos</li>
</ul>
Tamanho único. Veste perfeitamente do P ao M.

<strong>Top Cropped Preto</strong> de Tela da coleção Overnight Fashion da Unlimit.",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Roupas Fitness, Feminino > Top Fitness > Top Academia, Feminino > Top Fitness > Top Ginástica, Feminino > Top Fitness > Top para Malhar, Feminino, Feminino > Top Fitness","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/blusa-cropped-telinha-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/blusa-cropped-telinha-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/blusa-cropped-telinha-unlimit-3.jpg",,,,,,,,,0,Cores,Preto,1,0,Preto,Tamanho,M,1,0,M
756,variation,38128544,"Top Cropped Preto de Tela Overnight Fashion Unlimit - Preto, M",1,0,visible,,,,,taxable,,1,7,0,0,,,,,0,,,"49,9000000000",,,,,,,38128543,,,,,,0,Cores,Preto,,0,,Tamanho,M,,0,
757,variable,38128455,"Top Nadador Activity Unlimit - Marinho",1,0,visible,,"<h2>Top Nadador Activity Unlimit</h2>
Este <strong>Top Nadador Activity Unlimit Azul </strong>é feito de um tecido com 30% de elastano que confere maior sustentação para os seios. O tecido comprime de uma forma que ao praticar exercícios, os seios não se movimentem com força, fazendo com que diminua as dores pós treino e lesões musculares.

Tecnologias do tecido:
<ul>
 	<li>Aumenta a sustentabilidade dos seios</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50  contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 70% Poliamida 30% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<em>Top Nadador Activity com Garantia contra defeitos de fabricação de 30 dias.</em>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Roupas Fitness, Feminino > Top Fitness > Top Academia, Feminino > Top Fitness > Top Com Bojo, Feminino > Top Fitness > Top Ginástica, Feminino > Top Fitness > Top Nadador, Feminino > Top Fitness > Top para Malhar, Feminino, Feminino > Top Fitness","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/top-fitness-com-bojo-feminino-marinho-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/top-fitness-com-bojo-feminino-marinho-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Azul,1,0,Azul
758,variation,38128456,"Top Nadador Activity Unlimit - Marinho - P, Azul",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,,"69,9000000000",,,,,,,38128455,,,,,,0,Tamanho,P,,0,,Cores,Azul,,0,
759,variation,38128457,"Top Nadador Activity Unlimit - Marinho - M, Azul",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,,"69,9000000000",,,,,,,38128455,,,,,,0,Tamanho,M,,0,,Cores,Azul,,0,
760,variation,38128458,"Top Nadador Activity Unlimit - Marinho - G, Azul",1,0,visible,,,,,taxable,,1,4,0,0,,,,,0,,,"69,9000000000",,,,,,,38128455,,,,,,0,Tamanho,G,,0,,Cores,Azul,,0,
770,variable,38128459,"Top Nadador Activity Unlimit - Bordô",1,0,visible,,"<h2>Top Nadador Activity Unlimit</h2>
Este <strong>Top Nadador Activity Unlimit Bordô </strong>é feito de um tecido com 30% de elastano que confere maior sustentação para os seios. O tecido comprime de uma forma que ao praticar exercícios, os seios não se movimentem com força, fazendo com que diminua as dores pós treino e lesões musculares.

Tecnologias do tecido:
<ul>
 	<li>Aumenta a sustentabilidade dos seios</li>
 	<li style=""margin-bottom: 0px;"">Bojo</li>
 	<li>Redução da fadiga muscular</li>
 	<li>Rápida recuperação muscular</li>
 	<li>Aumento da performance esportiva</li>
 	<li>Eco-Dry (secagem rápida)</li>
 	<li>Easy Care, não precisa passar</li>
 	<li>Proteção UV50  contra radiação ultravioleta</li>
 	<li>Isento de produtos tóxicos com certificação Oeko-Tex 100 Classe I</li>
 	<li>Composição: 70% Poliamida 30% Elastano</li>
</ul>
Para vestir-se bem em:
<ul>
 	<li>No seu dia a dia</li>
 	<li>Caminhadas</li>
 	<li>Corridas</li>
 	<li>Ciclismo</li>
 	<li>Academia</li>
 	<li>Musculação</li>
 	<li>Crossfit</li>
</ul>
<em>Top Nadador Activity com Garantia contra defeitos de fabricação de 30 dias.</em>",,,taxable,,1,,0,0,500,26,16,7,1,,,,"Moda Fitness, Roupas Fitness, Feminino > Top Fitness > Top Academia, Feminino > Top Fitness > Top Com Bojo, Feminino > Top Fitness > Top Ginástica, Feminino > Top Fitness > Top Nadador, Feminino > Top Fitness > Top para Malhar, Feminino, Feminino > Top Fitness","Dia a Dia, Musculação",,"https://unlimit.fit/wp-content/uploads/2018/02/top-fitness-com-bojo-feminino-bordo-unlimit-1.jpg, https://unlimit.fit/wp-content/uploads/2018/02/top-fitness-com-bojo-feminino-bordo-unlimit-2.jpg, https://unlimit.fit/wp-content/uploads/2018/02/top-fitness-com-bojo-feminino-bordo-unlimit-3.jpg",,,,,,,,,0,Tamanho,"P, M, G",1,0,P,Cores,Bordô,1,0,Bordô
771,variation,38128460,"Top Nadador Activity Unlimit - Bordô - P, Bordô",1,0,visible,,,,,taxable,,1,3,0,0,,,,,0,,,"69,9000000000",,,,,,,38128459,,,,,,0,Tamanho,P,,0,,Cores,Bordô,,0,
